order_id,first_name,last_name,email,Shipping Address,Shipping Country,Shipping Type,item,Colour,size
4422,Avie,Jones,ajonesd0@wiley.com,325 Schmedeman Street,Mexico,5 Day,Sweatshirt,Black,Small
1785,Franky,Myhill,fmyhilld1@vkontakte.ru,90 Continental Drive,Vietnam,5 Day,Sweatshirt,Red,Small
1080,Dominique,Grimsey,dgrimseyd2@ebay.co.uk,8 Summer Ridge Crossing,Nigeria,2 Day,Sweatshirt,Yellow,Small
5862,Petra,Lasselle,plasselled3@people.com.cn,4212 Stephen Plaza,Macedonia,2 Day,TShirt,Yellow,X Large
7321,Alexa,Talman,atalmand4@kickstarter.com,41687 Dunning Center,China,5 Day,Sweatshirt,White,Large
9970,Romy,Kellie,rkellied5@mlb.com,8020 Autumn Leaf Crossing,United States,1 Day,Hoody,Black,Large
5058,Corrina,McCaughren,cmccaughrend6@admin.ch,155 Hanover Hill,Pakistan,5 Day,Hat,Grey,X Large
2324,Corine,Tuft,ctuftd7@scribd.com,14 Barby Street,Philippines,2 Day,Hoody,White,Medium
9895,Theressa,Ebbett,tebbettd8@google.it,2121 Crownhardt Hill,China,1 Day,Hat,Black,Medium
6532,Adelind,Paulon,apaulond9@4shared.com,68299 Declaration Circle,Spain,2 Day,Sweatshirt,Grey,Large
4973,Caye,Campany,ccampanyda@hubpages.com,2 Hoepker Parkway,China,1 Day,Hat,Red,Medium
2193,Stearne,Brooksby,sbrooksbydb@pagesperso-orange.fr,5 Hallows Terrace,Indonesia,5 Day,Sweatshirt,Red,Small
3747,Dyanna,Petrovic,dpetrovicdc@fc2.com,589 Springview Crossing,China,2 Day,Hat,Red,Medium
5521,Murdock,Moult,mmoultdd@businessinsider.com,8486 Spohn Trail,Indonesia,5 Day,TShirt,Red,Large
3865,Emeline,Woosnam,ewoosnamde@unblog.fr,2 Hovde Circle,China,2 Day,Sweatshirt,Yellow,Medium
1007,Catie,Jacomb,cjacombdf@icio.us,93 Brentwood Hill,China,5 Day,Sweatshirt,White,Large
7361,Kara,Giacomucci,kgiacomuccidg@oracle.com,574 Aberg Crossing,China,1 Day,TShirt,Black,Small
3229,Issy,Jozef,ijozefdh@diigo.com,40527 Montana Trail,China,5 Day,Hat,White,Large
3818,Caldwell,Dowey,cdoweydi@technorati.com,3 Lotheville Plaza,Japan,5 Day,Hoody,Yellow,X Large
5744,Britney,Petrolli,bpetrollidj@vk.com,9 Nevada Center,Indonesia,2 Day,Hoody,Yellow,X Large
6598,Anthiathia,Cescot,acescotdk@photobucket.com,03253 Londonderry Drive,Tunisia,1 Day,Sweatshirt,Red,Large
9443,Gussi,Lamperti,glampertidl@wix.com,248 5th Pass,Portugal,1 Day,TShirt,Grey,Small
4812,Thedrick,Fleckney,tfleckneydm@pbs.org,6 Moulton Street,Brazil,5 Day,Hat,White,Small
8518,Hube,Dennick,hdennickdn@canalblog.com,5 Division Crossing,Pakistan,2 Day,Sweatshirt,Red,Large
7901,Marlin,Cannell,mcannelldo@google.co.uk,62 Florence Junction,China,5 Day,Hat,Yellow,Large
8199,Benetta,Huyghe,bhuyghedp@google.fr,5 Nevada Point,Brazil,1 Day,Hoody,Black,Medium
1935,Fletcher,Niesing,fniesingdq@odnoklassniki.ru,76520 Atwood Street,Peru,5 Day,Sweatshirt,Yellow,Medium
6102,Norton,McInally,nmcinallydr@sakura.ne.jp,103 New Castle Road,Venezuela,2 Day,Sweatshirt,Yellow,X Large
5603,Lyell,Barriball,lbarriballds@noaa.gov,6 Namekagon Junction,Uzbekistan,2 Day,Hoody,Yellow,Large
3499,Sara-ann,Iapico,siapicodt@vimeo.com,973 Hollow Ridge Park,Brazil,2 Day,Hat,Red,Medium
1429,Parker,Morrilly,pmorrillydu@arizona.edu,88 Corscot Hill,Afghanistan,1 Day,Sweatshirt,Grey,X Large
2866,Em,Gawkroge,egawkrogedv@netscape.com,6 Monument Point,China,1 Day,Hat,Yellow,X Large
